RAh,RAm,RAs,DEg,DEm,Des,Mag,Name
01,43,16.5, +45,19,20, 6.34,
01,43,49.9, +32,11,31, 6.34,
01,49,19.4, -31,04,22, 6.34,
02,18,58.4, -25,56,44, 6.34,
04,05,46.7, -20,30,44, 6.34,
05,04,26.0, -35,42,19, 6.34, GA2 CAE
05,19,35.2, -01,24,43, 6.34,
05,20,20.5, -34,41,56, 6.34,
05,39,27.0, +21,45,46, 6.34,
05,41,26.9, -33,24,02, 6.34,
05,44,28.3, -20,07,35, 6.34,
05,46, 2.7, -04,16,06, 6.34,
06,05, 8.2, +59,23,35, 6.34,
06,05, 2.6, +37,57,51, 6.34,
06,23,14.3, -31,47,24, 6.34,
06,31,34.8, -36,56,26, 6.34,
06,36,51.2, -41,33,25, 6.34,
06,55,15.1, +45,49,35, 6.34,
06,57, 0.0, -08,10,44, 6.34,
07,06, 0.5, -30,39,20, 6.34,
07,36, 7.8, -22,09,38, 6.34,
07,47,38.4, -15,59,27, 6.34,
08,01, 0.7, +23,34,59, 6.34,
08,01,55.0, +35,24,47, 6.34,
07,59,13.4, -49,58,25, 6.34,
08,02, 6.2, -37,03,02, 6.34,
07,59,16.2, -73,14,41, 6.34,
08,31,29.5, -54,23,38, 6.34,
08,40,43.6, -57,32,43, 6.34,
09,45,55.4, +63,39,12, 6.34, 28 UMA
10,46,22.4, +57,21,56, 6.34, 41 UMA
11,00,57.1, -15,47,34, 6.34,
11,03,36.4, -13,26,04, 6.34,
12,17,44.3, +15,08,39, 6.34,
12,47, 2.2, +05,57,03, 6.34,
13,27,59.4, +52,44,45, 6.34,
13,39,12.0, -75,41,02, 6.34,
14,01,50.5, +68,40,43, 6.34,
14,08,56.3, -59,16,36, 6.34,
14,12,24.4, -24,21,50, 6.34,
15,39,21.2, -23,09,01, 6.34,
15,40,15.3, -31,12,48, 6.34,
16,30,38.6, +77,26,47, 6.34,
16,55,15.9, +13,37,11, 6.34,
16,57,50.1, +42,30,44, 6.34,
17,41,10.9, +15,10,41, 6.34,
18,00,52.8, +06,16,06, 6.34,
18,04,40.1, +23,56,32, 6.34,
18,06, 7.3, -00.001,26,48, 6.34,
18,05, 0.6, +41,56,48, 6.34,
18,53, 1.8, -09,34,34, 6.34,
19,09,51.5, -00.001,25,41, 6.34,
19,24, 5.4, -68,22,16, 6.34,
19,22, 9.4, -42,00,58, 6.34,
19,27,36.4, +37,56,28, 6.34,
19,35,29.7, -07,27,37, 6.34,
19,39,49.3, -23,25,40, 6.34, 53 SGR
19,42,12.7, +12,11,36, 6.34, 46 AQL
19,44,48.9, +40,43,00, 6.34,
19,46,44.6, +68,26,18, 6.34,
20,05, 5.3, -11,35,58, 6.34,
20,05,26.4, +15,30,01, 6.34,
20,11,57.8, -12,23,33, 6.34, XI1 CAP
20,31,58.1, +25,48,17, 6.34,
20,53, 7.3, +29,38,58, 6.34,
22,20,36.2, -57,30,36, 6.34,
22,33,16.9, +70,22,26, 6.34,
22,41,31.3, +30,57,57, 6.34,
22,49,17.4, -70,20,52, 6.34,
22,53,11.2, +40,10,02, 6.34,
22,54,35.6, +16,56,31, 6.34,
23,17,39.9, -11,42,48, 6.34,
23,48,53.9, +59,58,44, 6.34,
00,15,10.5, +27,16,59, 6.35,
00,16,13.9, +76,57,03, 6.35,
01,05,49.1, +04,54,30, 6.35, 77 PSC
01,22,30.4, -19,04,53, 6.35,
01,44,26.4, +46,08,24, 6.35,
01,58,26.7, -33,04,01, 6.35,
02,43,51.2, +25,38,17, 6.35,
03,22,16.3, -25,35,16, 6.35,
04,45,42.4, +23,37,41, 6.35,
04,58,10.7, -02,12,45, 6.35,
05,09,45.0, +64,55,11, 6.35,
05,23,31.0, +05,19,21, 6.35,
05,27, 4.7, -11,54,04, 6.35,
05,28,34.8, +13,40,44, 6.35,
05,50,28.5, -52,46,04, 6.35,
06,04,28.4, -45,02,12, 6.35,
06,09,20.2, -18,07,34, 6.35,
06,21,25.9, +17,45,49, 6.35,
06,25,47.0, -03,53,21, 6.35,
06,35,53.9, -36,05,20, 6.35,
06,36,40.8, -22,36,54, 6.35,
06,59,20.1, +07,19,01, 6.35,
07,13,57.9, +71,49,00, 6.35,
07,22,17.2, +59,54,07, 6.35, 47 CAM
07,21, 3.0, +42,39,20, 6.35,
07,57,16.1, +01,07,37, 6.35,
09,11,55.6, +05,28,06, 6.35,
09,15,24.8, -15,01,29, 6.35,
09,30,46.1, -31,53,22, 6.35, ZE1 ANT
09,42,43.1, +48,25,52, 6.35,
09,52,11.8, +00,04,32, 6.35,
09,56, 9.8, -71,23,21, 6.35,
10,13,56.5, -40,18,38, 6.35,
10,23,50.9, -57,57,13, 6.35,
10,28,36.4, +45,12,43, 6.35,
10,56,34.4, +25,30,00, 6.35, 50 LMI
11,11,29.6, -71,26,10, 6.35,
11,18,34.4, -79,40,08, 6.35,
11,30,24.9, +46,39,27, 6.35,
11,50,55.4, +12,16,43, 6.35,
11,51,22.0, -12,11,19, 6.35,
12,09,47.2, +74,39,41, 6.35,
12,13,55.8, -78,34,24, 6.35,
12,27,49.3, -16,37,55, 6.35,
12,30, 4.7, -13,23,35, 6.35,
12,44,25.8, +80,37,15, 6.35,
13,22, 3.7, +43,54,11, 6.35,
13,51,36.5, -36,26,00, 6.35,
14,26,49.8, -39,52,26, 6.35,
14,47,54.8, -12,50,24, 6.35,
14,58, 8.7, -48,51,45, 6.35,
15,06,35.0, +36,27,20, 6.35,
15,20,47.0, -02,24,48, 6.35,
16,39,39.0, -09,33,17, 6.35,
16,48, 8.8, +13,35,25, 6.35,
16,54,35.9, -30,35,14, 6.35,
17,03,52.6, +19,41,26, 6.35,
17,21,31.1, +28,45,29, 6.35,
17,24,33.7, +15,36,22, 6.35,
17,48,27.7, -26,58,31, 6.35,
18,05,26.0, -81,29,11, 6.35,
17,51,59.3, -01,14,13, 6.35,
18,42,55.1, -19,17,02, 6.35,
19,22,48.3, +09,54,46, 6.35,
19,38,48.9, +03,22,54, 6.35,
20,53,24.9, -30,43,07, 6.35,
21,24,24.5, +10,10,27, 6.35,
22,07,29.9, +18,00,02, 6.35,
22,26,34.3, -16,44,33, 6.35, 53 AQR
22,31,34.1, +29,32,35, 6.35,
22,32,18.7, +54,02,15, 6.35,
23,13, 3.9, +29,26,30, 6.35,
23,29, 5.6, +23,02,52, 6.35,
23,36,30.4, +32,54,15, 6.35,
23,54,21.3, -27,02,32, 6.35,
01,38,31.6, +45,24,01, 6.36,
02,11,28.9, +57,38,45, 6.36, 5 PER
02,35,27.9, +39,39,52, 6.36,
02,43,20.2, -40,31,39, 6.36,
02,52,51.9, +52,59,52, 6.36,
02,50,47.8, -39,55,55, 6.36,
03,03,30.2, +28,16,11, 6.36,
03,17,31.5, +65,39,31, 6.36,
03,33,40.9, +57,52,04, 6.36,
04,23,59.7, +24,18,04, 6.36, 62 TAU
04,35,42.6, +19,52,54, 6.36,
05,19,17.4, -18,31,12, 6.36,
05,42, 3.9, +22,39,37, 6.36,
05,54,14.0, -29,08,52, 6.36,
05,51,23.1, -64,02,01, 6.36,
05,56,34.4, -23,12,56, 6.36,
06,08,23.0, +41,03,20, 6.36,
06,55,54.7, -31,47,24, 6.36,
07,13,48.3, -22,54,23, 6.36,
07,51,40.8, -12,49,10, 6.36, 8 PUP
08,08,43.5, -20,21,48, 6.36,
08,29,36.3, -55,11,27, 6.36,
08,33, 0.0, +24,05,05, 6.36, YP2 CNC
08,32,58.5, -34,38,02, 6.36,
08,39,13.2, -60,19,01, 6.36,
08,47,40.5, -41,44,14, 6.36,
09,01,40.5, +39,42,48, 6.36,
09,35,52.9, +14,22,46, 6.36, 7 LEO
10,08, 1.7, -37,20,01, 6.36,
10,47,38.7, -57,28,03, 6.36,
12,23,13.9, -67,37,54, 6.36,
14,14,21.2, -05,56,51, 6.36,
14,25,39.5, -66,10,24, 6.36,
14,56,35.7, -39,24,58, 6.36,
15,34,20.8, -39,20,58, 6.36,
15,52,56.1, +17,24,12, 6.36,
17,02,17.1, +31,53,04, 6.36,
17,08,54.4, -03,52,58, 6.36,
17,18,20.3, -32,33,12, 6.36,
17,41, 5.4, +24,30,48, 6.36,
17,43,17.7, -27,53,03, 6.36,
17,57,26.8, +11,02,39, 6.36,
17,54,26.5, +75,10,15, 6.36,
18,11,14.7, -19,50,32, 6.36,
18,12,42.5, +41,08,49, 6.36,
18,15,57.9, -03,37,03, 6.36,
18,23,57.3, +38,44,21, 6.36,
18,29,12.7, -43,50,45, 6.36,
18,33,22.8, -05,54,41, 6.36,
18,40, 1.9, +30,50,58, 6.36,
18,45,18.5, -21,00,05, 6.36,
19,00,24.7, -24,56,32, 6.36,
19,11, 1.7, -39,00,18, 6.36,
19,11,30.8, +26,44,09, 6.36,
19,24, 6.0, +36,27,07, 6.36,
19,41,14.8, +22,27,10, 6.36,
20,26,23.4, +56,38,20, 6.36,
20,32,52.3, -24,56,38, 6.36,
20,37,52.1, -25,06,32, 6.36,
20,50,47.0, -32,03,16, 6.36,
21,24,51.6, -03,23,55, 6.36, 20 AQR
21,36,13.8, +30,03,20, 6.36,
22,21, 0.0, +26,56,07, 6.36,
22,47,23.1, +58,28,59, 6.36,
23,14,36.4, +24,06,11, 6.36,
23,43,49.4, -15,17,04, 6.36,
00,51,18.2, +03,23,06, 6.37,
00,56,55.5, +68,46,34, 6.37,
00,58,18.9, +21,24,16, 6.37,
01,07,13.0, -23,59,47, 6.37,
01,42,17.7, +58,37,40, 6.37,
01,49,48.8, -38,24,14, 6.37,
01,57,53.6, -65,25,29, 6.37,
02,19,22.6, +48,57,20, 6.37,
02,19,24.7, -41,50,54, 6.37,
02,28, 4.1, -64,18,00, 6.37,
03,59,40.6, +10,19,51, 6.37,
04,13,35.6, -40,21,29, 6.37,
04,16,21.1, -60,56,55, 6.37,
04,19, 2.9, -33,54,18, 6.37,
04,35,14.0, -09,44,12, 6.37,
04,50,36.6, +70,56,30, 6.37,
04,47,49.6, -30,01,13, 6.37, ZE CAE
04,54,58.3, +19,29,07, 6.37,
04,56,15.5, +24,35,32, 6.37,
05,14,35.6, +76,28,22, 6.37,
05,13,33.2, -08,08,52, 6.37,
05,30,45.0, +39,49,33, 6.37,
05,38,57.4, +26,37,04, 6.37,
06,01,41.6, +22,24,03, 6.37,
06,15,53.9, +01,10,09, 6.37,
06,41,59.2, +06,20,42, 6.37,
06,43,37.4, -73,07,07, 6.37,
06,58, 7.6, -27,09,53, 6.37,
07,08,13.2, +33,49,56, 6.37,
07,26,27.9, +10,36,29, 6.37,
07,37,16.8, -23,46,30, 6.37,
08,08,37.5, -37,40,54, 6.37,
08,13,41.0, -33,34,09, 6.37,
08,43,59.6, +04,20,05, 6.37,
08,46,49.1, -34,37,22, 6.37,
09,06, 7.6, -64,29,59, 6.37,
09,40,20.0, -10,46,09, 6.37,
09,49,51.3, -36,16,07, 6.37,
09,56,22.0, -51,20,11, 6.37,
10,05,40.9, +15,45,27, 6.37,
10,19,32.2, -05,06,21, 6.37,
10,40,51.5, -35,44,29, 6.37,
10,46, 5.6, +06,22,23, 6.37,
11,25,50.0, +03,51,36, 6.37, 80 LEO
11,40,27.3, +57,58,14, 6.37,
12,05,59.7, -03,07,54, 6.37,
12,08, 4.7, -50,45,47, 6.37,
12,26,23.6, +71,55,48, 6.37,
12,27,42.0, +08,36,37, 6.37,
12,38,46.2, +40,52,28, 6.37, 9 CVN
13,15,25.7, -69,40,47, 6.37,
13,17,29.8, -00.001,40,36, 6.37,
13,33,35.7, -65,37,57, 6.37,
13,34,21.7, +38,47,21, 6.37,
13,57,31.9, +61,29,33, 6.37,
14,41,51.0, -30,56,00, 6.37,
15,00,38.6, +47,16,39, 6.37,
15,30,27.8, +36,48,15, 6.37,
15,56,14.3, -14,23,58, 6.37,
16,55,57.7, -33,30,26, 6.37,
16,56, 1.7, -16,48,22, 6.37,
16,57,31.9, +13,53,03, 6.37,
17,06, 9.6, +09,44,00, 6.37,
17,06,13.0, +10,27,15, 6.37,
17,28, 2.2, -08,12,30, 6.37,
17,29,47.3, -05,55,11, 6.37,
17,38,49.6, +32,44,22, 6.37,
18,00,15.4, +00,37,46, 6.37,
18,08,33.6, +14,17,03, 6.37,
18,14,40.9, +56,35,18, 6.37,
18,25,55.3, +14,58,00, 6.37,
18,32,20.7, -14,38,39, 6.37,
18,35,59.6, -29,41,56, 6.37,
18,42,22.5, -64,38,35, 6.37,
18,43,16.6, +39,18,01, 6.37,
18,59,26.7, -18,34,02, 6.37,
19,03, 6.9, -19,06,12, 6.37,
19,23,33.9, +33,13,20, 6.37,
19,31,13.4, +55,43,55, 6.37,
20,11, 7.1, -57,31,26, 6.37,
20,40,11.6, -23,46,26, 6.37,
21,01,28.1, -68,12,36, 6.37,
21,03,25.9, +50,21,08, 6.37,
21,51,37.2, +65,45,10, 6.37,
22,02,26.5, -16,57,52, 6.37, 29 AQR
22,02, 1.3, +10,58,26, 6.37,
22,08,42.6, -33,07,32, 6.37,
22,10,15.2, +72,06,40, 6.37,
22,16,29.6, +27,48,16, 6.37,
22,30,17.3, -14,35,09, 6.37, 56 AQR
22,48,21.3, -61,41,04, 6.37,
22,58,23.6, -01,24,37, 6.37,
23,19,43.1, -33,42,30, 6.37,
23,28, 5.1, -11,26,59, 6.37,
01,07, 9.4, +53,29,54, 6.38,
01,35,52.4, +41,04,35, 6.38,
02,56,50.5, +51,15,40, 6.38,
03,10,35.3, -23,44,18, 6.38,
03,23,39.0, +04,52,55, 6.38,
03,31,53.8, -25,36,52, 6.38,
03,59,39.9, +38,49,14, 6.38,
04,07,21.6, -64,13,21, 6.38,
05,35,31.0, -04,21,53, 6.38,
05,39,16.2, -17,50,58, 6.38,
05,49,34.0, -44,52,31, 6.38,
06,18,16.8, +46,21,38, 6.38, 43 AUR
06,37,36.8, +10,51,11, 6.38,
06,39,31.3, +24,36,00, 6.38,
06,51,39.2, +03,02,30, 6.38,
07,05, 8.9, +47,46,30, 6.38,
07,37,17.8, +40,01,33, 6.38,
07,37,45.1, -38,00,38, 6.38,
07,44,43.9, -66,04,19, 6.38,
07,52,36.5, +55,12,34, 6.38,
07,55, 0.4, -52,34,59, 6.38,
08,14,20.9, +13,02,54, 6.38,
08,32,33.3, -15,01,46, 6.38,
08,32,51.4, -31,30,03, 6.38,
08,51, 1.4, +15,21,02, 6.38, 54 CNC
08,54,54.0, -58,14,24, 6.38,
08,59,10.7, +18,08,05, 6.38,
09,04, 9.8, +27,53,54, 6.38, 70 CNC
10,13,24.7, -33,01,55, 6.38,
10,52,13.6, +01,01,31, 6.38,
10,53,32.8, -15,26,44, 6.38,
11,12,14.8, -32,26,02, 6.38,
11,31,15.0, -61,16,42, 6.38,
12,33,59.1, -49,54,34, 6.38,
12,39, 2.1, +22,39,34, 6.38,
12,43, 4.1, +61,09,20, 6.38,
13,23, 2.5, -48,33,46, 6.38,
13,49,44.9, +36,37,58, 6.38,
14,06,56.1, +74,35,37, 6.38, 3 UMI
14,16,24.1, +39,44,41, 6.38,
14,41,54.2, +21,07,25, 6.38,
15,00,52.3, +22,02,44, 6.38,
15,29,21.0, +62,05,59, 6.38,
15,31,22.3, +36,36,59, 6.38,
16,31, 2.8, +35,13,29, 6.38,
17,06,52.8, -01,39,23, 6.38,
17,36, 7.8, +28,11,05, 6.38,
17,53,45.4, -34,47,10, 6.38,
17,54,14.0, +11,07,49, 6.38,
18,09,57.5, -59,02,24, 6.38,
18,09,10.1, +30,28,10, 6.38,
18,24, 3.4, -03,35,00, 6.38,
18,39,36.8, +05,15,50, 6.38,
19,18, 9.3, -53,23,12, 6.38,
17,16,56.0, +89,02,15, 6.38, LA UMI
19,26,26.2, +62,33,27, 6.38,
19,35,25.1, +02,54,48, 6.38,
19,36,15.7, +14,23,30, 6.38,
19,39,25.3, +16,34,17, 6.38,
19,49,54.5, +28,26,26, 6.38,
20,45,28.1, +18,05,25, 6.38,
20,53, 5.5, -11,34,25, 6.38,
21,14,36.9, +00,05,33, 6.38,
21,21,16.3, -49,56,16, 6.38,
21,33,53.8, -82,40,59, 6.38,
21,24, 7.8, -22,44,49, 6.38,
21,50,13.0, -16,50,41, 6.38,
21,56,23.9, +21,14,24, 6.38,
22,04,34.3, +32,56,32, 6.38,
22,31,41.2, -10,54,21, 6.38, 58 AQR
22,35,51.7, +56,04,12, 6.38,
23,31,57.5, -01,05,09, 6.38, 13 PSC
00,00,43.6, +45,15,13, 6.38,
00,22,51.7, -12,12,34, 6.39, 9 CET
00,37,30.4, +03,08,07, 6.39,
00,46,42.3, +59,34,29, 6.39,
00,50,57.3, +51,30,29, 6.39,
01,00,31.1, +70,58,59, 6.39,
01,32, 7.5, +34,48,00, 6.39,
01,46, 1.0, -27,20,57, 6.39,
02,09,23.1, +17,13,28, 6.39,
02,38, 0.7, +07,41,43, 6.39,
03,20,45.1, -26,36,23, 6.39,
03,21,33.2, -47,46,37, 6.39,
03,25,55.7, -35,55,15, 6.39, CH1 FOR
03,31,49.1, +49,24,04, 6.39,
04,04, 8.7, -16,35,21, 6.39,
04,23, 7.6, -35,32,42, 6.39,
04,25,19.1, -44,09,39, 6.39,
04,32, 4.7, +05,24,36, 6.39,
05,20,26.3, -05,22,00, 6.39,
05,28,56.6, -03,18,27, 6.39,
05,35,22.8, -05,24,58, 6.39, TH2 ORI
05,43,41.1, -45,49,59, 6.39,
06,06,39.2, +63,27,14, 6.39,
06,12,19.1, +22,54,30, 6.39, 6 GEM
06,13,45.0, -23,51,43, 6.39,
06,16,23.7, +17,10,53, 6.39,
06,24,43.9, -28,46,48, 6.39,
07,22,13.3, +38,59,45, 6.39,
07,28,51.5, -64,30,36, 6.39,
07,36, 1.7, -55,53,15, 6.39,
07,46,44.8, -12,40,31, 6.39,
07,58,16.5, +43,58,39, 6.39,
08,28,29.1, -02,31,02, 6.39,
08,31,10.7, -47,52,00, 6.39,
08,40, 6.4, +20,00,27, 6.39, 39 CNC
08,49,52.1, -39,08,31, 6.39,
08,52,40.7, -52,07,44, 6.39,
08,55,55.9, -23,49,03, 6.39,
09,19,47.9, -34,06,12, 6.39,
10,23,41.7, +29,36,57, 6.39,
10,48,49.9, +65,07,56, 6.39,
11,01, 5.8, +63,25,16, 6.39,
11,42,55.5, -79,18,22, 6.39,
12,10,31.5, +16,48,33, 6.39, 3 COM
12,43,58.5, -36,20,56, 6.39,
14,04,14.5, -05,22,53, 6.39,
14,15,21.1, -53,30,35, 6.39,
14,16,34.2, -59,54,50, 6.39,
14,14,40.9, +21,52,24, 6.39,
14,30,56.4, -40,50,42, 6.39,
14,39,24.6, -49,03,20, 6.39,
15,08,19.4, +50,03,18, 6.39,
15,21, 6.8, +24,57,28, 6.39,
15,43,10.5, +13,40,04, 6.39,
16,12,32.0, +75,12,38, 6.39, 20 UMI
17,10, 6.0, -61,40,31, 6.39,
17,26, 0.8, +26,52,43, 6.39,
17,29,25.6, -38,31,00, 6.39,
17,30,22.3, +11,55,30, 6.39,
17,43,48.4, -13,30,31, 6.39,
18,09,43.3, -13,56,04, 6.39,
18,47,49.5, -77,52,02, 6.39,
19,01, 5.4, +19,18,35, 6.39,
19,01,48.2, +33,37,17, 6.39,
19,39,52.2, -66,41,08, 6.39,
19,56, 1.4, -81,20,59, 6.39,
19,58,52.9, -68,45,45, 6.39,
20,16,23.6, -36,27,16, 6.39,
20,22, 2.9, +41,07,53, 6.39,
20,27, 7.6, +34,19,44, 6.39,
20,30,56.7, -29,06,45, 6.39,
21,13,42.5, +64,24,14, 6.39,
21,29, 0.2, -53,42,21, 6.39,
21,54,17.3, +19,43,06, 6.39,
22,06,13.4, +56,20,35, 6.39,
22,12,43.7, -04,43,14, 6.39,
22,18, 4.2, -00.001,14,16, 6.39,
22,43, 4.4, +47,10,07, 6.39,
23,02,45.1, +44,03,32, 6.39,
23,05,17.5, +01,18,25, 6.39,
23,20,34.5, +62,12,48, 6.39,
23,31, 1.0, -06,17,18, 6.39,
23,35,32.0, -07,27,52, 6.39,
23,52,25.0, +75,32,41, 6.39,
18,38,20.9, +08,50,02, 6.4 ,
00,34,55.2, +13,22,16, 6.40,
00,39,47.2, +82,29,39, 6.40,
01,10,11.9, -08,54,22, 6.40, 32 CET
02,17,10.3, +23,46,05, 6.40,
02,53,21.1, +48,34,10, 6.40,
02,51,55.2, -30,48,52, 6.40,
03,33,32.1, +58,45,54, 6.40,
03,34,33.5, -31,52,29, 6.40,
04,28,51.8, +30,21,41, 6.40,
05,35,35.8, -03,15,10, 6.40,
06,05, 9.5, +75,35,09, 6.40,
06,23,18.4, +03,45,52, 6.40,
06,25,58.7, -07,53,39, 6.40,
06,31,37.3, +15,54,12, 6.40, 19 GEM
06,33,26.6, -20,55,26, 6.40,
06,53, 0.1, -26,57,27, 6.40,
06,59,27.9, +25,54,51, 6.40, 40 GEM
07,00,49.7, -33,27,55, 6.40,
07,43,42.8, -38,12,07, 6.40,
08,16,53.8, +84,03,27, 6.40,
08,02,30.7, +63,05,24, 6.40,
09,03, 5.2, -53,32,59, 6.40,
09,07,26.8, +22,58,52, 6.40,
09,37,51.4, -09,25,29, 6.40, 34 HYA
10,11,35.2, -58,49,40, 6.40,
10,18, 1.1, +73,04,23, 6.40,
10,19, 0.7, +24,42,42, 6.40,
11,12,10.9, +68,16,19, 6.40,
11,12,34.5, -21,44,57, 6.40,
11,33,56.2, +36,48,55, 6.40,
12,22,32.0, +05,18,20, 6.40, 17 VIR
12,23,36.8, -39,18,10, 6.40,
12,43,28.1, -58,54,11, 6.40,
13,27,14.6, -40,09,47, 6.40,
13,50,58.8, +68,18,54, 6.40,
13,59,49.2, -03,32,59, 6.40,
14,08,14.0, -63,12,29, 6.40,
14,35,17.1, -60,00,57, 6.40,
14,46,10.8, -21,10,34, 6.40,
15,27,40.7, +62,16,32, 6.40,
15,52,12.7, -29,53,12, 6.40,
16,22,56.4, +32,19,59, 6.40,
16,59, 2.4, +69,11,11, 6.40,
17,30,43.7, +57,52,35, 6.40,
17,34,27.1, +16,30,14, 6.40,
17,43, 6.8, -33,03,04, 6.40,
18,09,37.4, +38,27,27, 6.40,
18,17,23.6, -28,17,21, 6.40,
18,21, 7.0, +49,43,32, 6.40,
18,34,47.4, +10,53,30, 6.40,
18,47,39.9, +49,04,30, 6.40,
19,01, 4.2, -37,03,43, 6.40,
19,01,49.4, +22,15,50, 6.40,
19,23,46.8, +20,15,52, 6.40,
20,34,47.3, -30,28,25, 6.40,
20,47,47.7, +03,18,24, 6.40,
20,47,20.7, +45,34,47, 6.40,
21,17,13.4, -13,16,44, 6.40,
21,18,54.3, -28,45,56, 6.40,
21,21, 1.3, +40,20,44, 6.40,
21,28,24.8, +08,11,44, 6.40,
21,35,15.9, -23,27,15, 6.40,
22,00,26.7, +33,00,22, 6.40,
22,30, 1.4, -12,54,54, 6.40,
22,30, 6.4, +49,21,22, 6.40,
22,36,36.3, +11,41,49, 6.40,
22,38,17.4, +45,10,59, 6.40,
22,50,39.0, +19,08,27, 6.40,
22,55,14.8, -36,23,19, 6.40,
23,07,10.3, +59,43,39, 6.40,
23,17,18.9, +75,17,58, 6.40,
23,42,31.5, +61,40,47, 6.40,
00,04,20.2, -29,16,07, 6.40,
00,35,54.7, +13,12,24, 6.41,
00,37,18.1, -54,23,40, 6.41,
01,10, 7.2, -57,41,40, 6.41,
01,13, 9.9, +61,42,21, 6.41,
01,21,59.2, +76,14,21, 6.41,
01,23,21.5, +58,08,35, 6.41,
01,26,27.2, -00.001,23,55, 6.41,
02,25,26.3, -66,29,41, 6.41,
02,57,32.6, -38,11,28, 6.41,
03,07,47.3, +47,18,31, 6.41,
03,32,39.0, +44,51,20, 6.41,
03,32,51.6, -61,01,00, 6.41,
04,01,14.7, +36,59,24, 6.41,
03,42,32.4, -85,15,45, 6.41,
04,53, 9.8, +52,50,27, 6.41,
04,53,30.7, -66,40,32, 6.41,
05,03,52.0, -14,22,10, 6.41,
05,10,44.4, -25,54,34, 6.41,
05,28, 1.5, +01,17,54, 6.41,
06,17,51.6, -52,43,59, 6.41,
06,39,57.9, +44,00,50, 6.41,
06,54, 8.5, -05,51,09, 6.41,
06,52,45.4, -59,20,28, 6.41,
07,15,19.3, -00.001,09,41, 6.41, 24 MON
07,34,39.7, +80,53,48, 6.41,
07,24,27.7, +15,31,02, 6.41,
07,26,41.2, +11,00,33, 6.41,
07,41,21.7, -44,37,56, 6.41,
07,58, 5.8, +07,12,49, 6.41,
08,05,49.5, -00.001,34,25, 6.41,
08,22,44.0, +60,37,52, 6.41,
08,45,20.4, -02,36,06, 6.41,
09,17,51.3, +11,30,04, 6.41,
09,23,31.7, +25,10,59, 6.41,
09,42,41.3, -35,30,07, 6.41,
09,56, 5.4, -40,49,30, 6.41,
10,08,34.3, +83,55,06, 6.41,
10,13,21.2, -61,39,31, 6.41,
11,06,24.3, -64,50,22, 6.41,
11,12,32.1, +35,48,49, 6.41,
11,20, 4.0, -71,59,40, 6.41,
11,30,12.8, +54,21,42, 6.41,
12,47,51.3, +03,34,22, 6.41, 35 VIR
12,51,22.9, -10,20,18, 6.41,
13,42,54.6, -50,47,26, 6.41,
14,36, 6.8, +23,15,01, 6.41,
14,49,32.2, +51,22,29, 6.41,
14,53,23.3, +15,42,16, 6.41,
15,04,42.8, -40,51,41, 6.41,
16,01,10.6, -63,46,35, 6.41,
16,05,59.7, -06,08,22, 6.41,
16,13,45.6, -24,25,19, 6.41,
16,14,28.7, -21,06,27, 6.41,
16,18, 9.2, +68,33,16, 6.41,
16,35,26.2, +17,03,26, 6.41,
17,22,39.3, -37,48,18, 6.41,
18,07,48.3, -64,33,00, 6.41,
18,41,41.2, +31,37,03, 6.41,
18,59,12.2, +39,13,04, 6.41,
19,12,27.9, -21,39,29, 6.41,
19,18,50.8, +00,20,21, 6.41, 24 AQL
20,26, 1.1, +19,51,54, 6.41,
20,28,43.5, -15,44,31, 6.41,
20,29,59.7, +45,55,43, 6.41,
20,36, 8.2, +25,52,57, 6.41, 26 VUL
20,44,33.0, +69,45,08, 6.41,
20,54, 6.7, -27,55,32, 6.41,
21,24,16.6, -69,44,04, 6.41,
21,33,17.6, -52,44,15, 6.41,
21,34,52.9, -29,41,45, 6.41,
21,55,55.5, -30,36,23, 6.41,
22,01,52.1, -77,39,45, 6.41,
22,21,50.8, +42,04,42, 6.41,
22,43,14.2, -06,57,47, 6.41, 67 AQR
23,04, 0.9, +06,37,00, 6.41,
23,12,12.0, -80,54,46, 6.41,
23,14,21.6, +29,46,18, 6.41,
23,31,43.0, +28,24,13, 6.41,
23,48,38.9, +64,52,35, 6.41,
00,36,37.4, -65,07,29, 6.42,
02,02,28.0, -29,39,55, 6.42,
02,08,33.5, +44,27,34, 6.42,
03,10, 8.7, +27,49,12, 6.42,
03,38, 0.2, +42,34,59, 6.42,
04,50,56.3, -53,27,35, 6.42, JO PIC
05,16,41.0, +01,56,50, 6.42,
05,26,38.7, +06,52,09, 6.42,
05,41,40.2, -02,53,46, 6.42,
06,02,53.6, +43,22,43, 6.42,
06,33,42.6, +33,01,27, 6.42,
06,41,20.9, +28,11,47, 6.42, 25 GEM
06,51,32.7, -48,17,33, 6.42,
06,58,43.7, -30,59,52, 6.42,
08,17,55.8, -59,10,01, 6.42,
08,38,59.9, +52,55,30, 6.42,
08,42,57.0, -35,56,36, 6.42,
08,52,38.6, -36,32,44, 6.42,
09,37,56.2, +73,04,49, 6.42,
09,51,21.5, -06,10,54, 6.42,
10,02,49.4, -62,09,23, 6.42,
10,41,17.6, -59,40,37, 6.42,
11,21,49.3, +57,04,30, 6.42,
11,30,52.8, +47,55,45, 6.42,
11,39, 0.3, -24,43,15, 6.42,
11,58, 7.1, +32,16,26, 6.42,
12,02,28.6, -71,29,19, 6.42,
12,24,26.7, +25,34,58, 6.42,
